antecedents,consequents,support,confidence,lift,weighted_support,weighted_confidence,weighted_lift,weight_union,weight_ante,weight_cons,category
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.0229731979357416,0.3654015887025596,7.236156076932777,0.06803004450034321,0.5058871253887924,4.49120474770623,613986.2600000002,1213682.3199999996,1016596.6400000011,Other
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0235835969147106,0.4162585700293829,7.226778121868507,0.04799359793792751,0.4857357030872984,4.526133402956411,433152.8800000002,891746.0200000003,968569.019999999,Other
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0235835969147106,0.4094412331406551,7.226778121868507,0.04799359793792751,0.44720910028693733,4.526133402956411,433152.8800000002,968569.019999999,891746.0200000003,Other
frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.0212529826313745,0.4974025974025974,7.222959071548918,0.06481163837918034,0.6899288652145266,4.9188361161883325,584939.4300000004,847825.7100000002,1265901.3399999994,Other
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),0.0212529826313745,0.3086220789685737,7.222959071548918,0.06481163837918034,0.46207347406710275,4.9188361161883325,584939.4300000004,1265901.3399999994,847825.7100000002,Other
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0284667887464624,0.4539823008849557,7.220842934022761,0.07679065773114334,0.5639185775257528,4.193428803892679,693052.7400000001,1228994.3399999978,1213682.3199999996,Other
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0284667887464624,0.4527802294792586,7.220842934022761,0.07679065773114334,0.5710330690159517,4.193428803892679,693052.7400000001,1213682.3199999996,1228994.3399999978,Other
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG WOODLAND'}),0.0233616336496309,0.3462171052631579,7.171469487295828,0.06223101933366238,0.4645501973042037,4.228594543072787,561648.7700000006,1209016.3199999963,991504.0699999995,Other
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0233616336496309,0.4839080459770115,7.171469487295827,0.06223101933366238,0.5664613862855863,4.228594543072787,561648.7700000006,991504.0699999995,1209016.3199999963,Other
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0307419122135286,0.3979885057471264,7.129374614382669,0.06051784930237733,0.3880476041562407,3.565820669306258,546187.0299999998,1407525.8399999992,982162.6299999997,Other
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0307419122135286,0.5506958250497017,7.129374614382668,0.06051784930237733,0.556106507534297,3.565820669306258,546187.0299999998,982162.6299999997,1407525.8399999992,Other
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0279118805837633,0.4723004694835681,6.999446349147517,0.06694414435198294,0.5497999643759094,4.104218196382895,604185.7700000003,1098919.259999999,1209016.3199999963,Other
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0279118805837633,0.4136513157894737,6.999446349147517,0.06694414435198294,0.49973334520414253,4.104218196382895,604185.7700000003,1209016.3199999963,1098919.259999999,Other
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.0213084734476444,0.7485380116959065,6.971267963189629,0.05586265526848394,0.7274668158732048,3.4221307249362485,504172.87000000017,693052.7400000001,1918556.0399999975,Other
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.0225847622218522,0.4472527472527473,6.954220671476928,0.05984082219510733,0.5312595859061656,4.265451521910265,540076.71,1016596.6400000011,1124086.3299999991,Other
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.0225847622218522,0.3511647972389992,6.954220671476928,0.05984082219510733,0.48045839148315267,4.265451521910265,540076.71,1124086.3299999991,1016596.6400000011,Other
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0280228622163032,0.4357204486626402,6.94877717287561,0.06762346946364631,0.5429448021131977,3.9871602813281064,610316.8300000002,1124086.3299999991,1228994.3399999978,Other
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.0280228622163032,0.4469026548672565,6.948777172875609,0.06762346946364631,0.49659856854995876,3.9871602813281064,610316.8300000002,1228994.3399999978,1124086.3299999991,Other
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.0201986571222462,0.4466257668711656,6.944471910945018,0.05106063382273664,0.43871354831276677,3.5224049070878625,460833.56,1050420.1700000006,1124086.3299999991,Other
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.0201986571222462,0.3140638481449525,6.944471910945018,0.05106063382273664,0.4099627828407097,3.5224049070878625,460833.56,1124086.3299999991,1050420.1700000006,Other
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0268020642583652,0.4653179190751445,6.895965641162155,0.05903674115062368,0.5501102027814196,4.106534104334176,532819.7000000003,968569.019999999,1209016.3199999963,Other
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0268020642583652,0.3972039473684211,6.895965641162155,0.05903674115062368,0.4407051345675813,4.106534104334176,532819.7000000003,1209016.3199999963,968569.019999999,Other
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0216414183452638,0.3819784524975514,6.842578223119656,0.04013978455358304,0.4062484854151629,3.7330709702938716,362270.4699999997,891746.0200000003,982162.6299999997,Other
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0216414183452638,0.3876739562624254,6.842578223119655,0.04013978455358304,0.36884978000028346,3.7330709702938716,362270.4699999997,982162.6299999997,891746.0200000003,Other
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0218633816103434,0.3916500994035785,6.799543777795654,0.04298437494272302,0.39498909666314647,3.6805475340760365,387943.53,982162.6299999997,968569.019999999,Other
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0218633816103434,0.3795761078998073,6.7995437777956536,0.04298437494272302,0.40053266415644845,3.6805475340760365,387943.53,968569.019999999,982162.6299999997,Other
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0253038122190777,0.5241379310344828,6.785552913198574,0.06285951134717813,0.5721822705175591,3.668900362034092,567321.0500000005,991504.0699999995,1407525.8399999992,Other
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.0253038122190777,0.3275862068965517,6.785552913198574,0.06285951134717813,0.40306261801914833,3.668900362034092,567321.0500000005,1407525.8399999992,991504.0699999995,Other
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0286332611952721,0.3706896551724138,6.542799486642575,0.061118587982216754,0.3918996115907897,3.96635471301595,551608.8299999996,1407525.8399999992,891746.0200000003,Other
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0286332611952721,0.5053868756121449,6.542799486642574,0.061118587982216754,0.6185716758231222,3.96635471301595,551608.8299999996,891746.0200000003,1407525.8399999992,Other
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0200321846734365,0.407909604519774,6.505255737213139,0.06002083438592977,0.5432565404984847,3.989449558070685,541701.3599999999,997137.3000000002,1228994.3399999978,Other
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG APPLES'}),0.0200321846734365,0.3194690265486725,6.505255737213139,0.06002083438592977,0.44076798596159594,3.989449558070685,541701.3599999999,1228994.3399999978,997137.3000000002,Other
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0336829254758337,0.4991776315789474,6.462413863997278,0.07859408038916911,0.586699301131024,3.7619852785332073,709329.0300000003,1209016.3199999963,1407525.8399999992,Other
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0336829254758337,0.4360632183908046,6.462413863997278,0.07859408038916911,0.5039545348595523,3.7619852785332073,709329.0300000003,1407525.8399999992,1209016.3199999963,Other
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.0220298540591532,0.3264802631578948,6.430055543572046,0.056113818063028204,0.4188857185980763,4.093563319987651,506439.67000000016,1209016.3199999963,923531.9799999995,Other
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0220298540591532,0.433879781420765,6.4300555435720455,0.056113818063028204,0.5483726400032194,4.093563319987651,506439.67000000016,923531.9799999995,1209016.3199999963,Other
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.026913045890905,0.6869688385269122,6.397863276017304,0.10685285647537097,0.7493560327441222,3.52510141715792,964370.7600000004,1286932.6699999997,1918556.0399999975,Mass Market Stars
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0435602907718772,0.6773080241587576,6.307890389335902,0.09916860678549927,0.7962188277834504,3.7455521748573988,895018.7000000002,1124086.3299999991,1918556.0399999975,Mass Market Stars
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.0435602907718772,0.4056847545219638,6.307890389335902,0.09916860678549927,0.4665064148973211,3.7455521748573988,895018.7000000002,1918556.0399999975,1124086.3299999991,Mass Market Stars
frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0237500693635203,0.674015748031496,6.2772288347677465,0.06280224073431233,0.7852648735180067,3.694022864333006,566804.1699999999,721799.9800000002,1918556.0399999975,Other
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0278008989512235,0.3599137931034483,6.248561142116803,0.06509462753736715,0.4173944472664181,3.8893228106840065,587493.4700000004,1407525.8399999992,968569.019999999,Other
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0278008989512235,0.4826589595375722,6.248561142116802,0.06509462753736715,0.6065581882848174,3.8893228106840065,587493.4700000004,968569.019999999,1407525.8399999992,Other
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.0251928305865379,0.4007060900264784,6.230478385131293,0.06229051260651506,0.4632066404328937,3.719058482537015,562185.7100000001,1213682.3199999996,1124086.3299999991,Other
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0251928305865379,0.3917169974115617,6.230478385131293,0.06229051260651506,0.5001268096552696,3.719058482537015,562185.7100000001,1124086.3299999991,1213682.3199999996,Other
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0282448254813828,0.4779342723004695,6.187394770924397,0.06595556369247575,0.5416809329558945,3.4733221797159084,595263.6100000007,1098919.259999999,1407525.8399999992,Other
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0282448254813828,0.3656609195402298,6.187394770924396,0.06595556369247575,0.42291487167297837,3.4733221797159084,595263.6100000007,1407525.8399999992,1098919.259999999,Other
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.02391654181233,0.4710382513661202,6.098118051629923,0.059517077253120776,0.5816310118464981,3.729486808466894,537154.8399999996,923531.9799999995,1407525.8399999992,Other
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.02391654181233,0.3096264367816091,6.098118051629922,0.059517077253120776,0.381630535464983,3.729486808466894,537154.8399999996,1407525.8399999992,923531.9799999995,Other
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0286332611952721,0.6539923954372624,6.090747782002535,0.07228857904301522,0.71080464427616,3.343748964940827,652420.4800000004,917861.8699999993,1918556.0399999975,Other
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.026302646911936,0.6448979591836734,6.006049675684227,0.07817335390015208,0.7015687392391007,3.3003016575032,705531.88,1005648.9699999997,1918556.0399999975,Other
frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0216414183452638,0.6270096463022508,5.839452628430419,0.05865241265790445,0.7592370066887595,3.5715832411950066,529351.0500000003,697214.5000000002,1918556.0399999975,Other
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0316297652738471,0.6263736263736264,5.833529261436238,0.0809288606088556,0.7184766418271856,3.379839378920035,730400.9400000011,1016596.6400000011,1918556.0399999975,Other
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0387325897563953,0.6176991150442478,5.752741990807436,0.09427282255008058,0.6923003079086613,3.256701340711037,850833.1600000004,1228994.3399999978,1918556.0399999975,Mass Market Stars
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0387325897563953,0.3607235142118863,5.752741990807436,0.09427282255008058,0.44347579234641565,3.256701340711037,850833.1600000004,1918556.0399999975,1228994.3399999978,Mass Market Stars
frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0205316020198657,0.59967585089141,5.58488811830186,0.06835165985484466,0.7429010130490646,3.494735879175257,616888.9100000001,830378.3399999994,1918556.0399999975,Other
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0270795183397147,0.5987730061349693,5.576479764112808,0.07689050901365062,0.6606441306244148,3.107785163980124,693953.9200000005,1050420.1700000006,1918556.0399999975,Other
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0259697020143166,0.6647727272727274,5.541105142544783,0.047101783872291476,0.7520117626182465,3.739891878786408,425104.06,565289.1100000002,1814777.9099999978,Other
frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0224737805893124,0.5921052631578948,5.514381884944921,0.061140805718039135,0.6596662061872893,3.1031848369412387,551809.3500000002,836497.8300000002,1918556.0399999975,Other
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0364574662893291,0.5798764342453664,5.4004926209487065,0.0901137880520216,0.6701069436357949,3.152299886087001,813296.9500000005,1213682.3199999996,1918556.0399999975,Mass Market Stars
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0364574662893291,0.3395348837209302,5.4004926209487065,0.0901137880520216,0.42391096900145886,3.152299886087001,813296.9500000005,1918556.0399999975,1213682.3199999996,Mass Market Stars
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0281893346651129,0.5740112994350283,5.345869574738318,0.08122173096433255,0.7351486700978898,3.4582675064267154,733044.1600000006,997137.3000000002,1918556.0399999975,Other
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0223073081405027,0.5661971830985916,5.273095316082542,0.08448667333646974,0.6914262333469794,3.2525895415909267,762510.9900000006,1102808.8799999994,1918556.0399999975,Other
frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.0205316020198657,0.3602726387536514,5.231646432699076,0.0740406544881207,0.489976739878165,3.493280837663652,668233.3500000006,1363806.2700000003,1265901.3399999994,Other
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.0251928305865379,0.4871244635193133,5.2097744552412735,0.08047659472974356,0.563928658778587,2.87905877136099,726319.1399999994,1287962.809999999,1767793.5010000002,Other
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0200321846734365,0.3997785160575858,5.175580918012755,0.07344446860483483,0.5319165938201568,3.410712082835893,662852.6399999999,1246158.9799999981,1407525.8399999992,Other
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.0251928305865379,0.4748953974895397,5.078985138373291,0.07776948018202355,0.5577117149229978,2.847319035385769,701886.8299999993,1258511.899999998,1767793.5010000002,Other
frozenset({'SPOTTY BUNTING'}),frozenset({'PARTY BUNTING'}),0.0250818489539981,0.4346153846153846,4.916637693756337,0.05298859635241752,0.5453936888366523,3.5197594594152415,478233.8500000004,876859.8899999986,1398476.0099999984,Other
frozenset({'JUMBO BAG VINTAGE LEAF'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0224182897730425,0.4950980392156862,4.6109363125095,0.05295139948381138,0.6501457711668994,3.0583990508584353,477898.14000000065,735063.0599999997,1918556.0399999975,Other
frozenset({'JUMBO BAG ALPHABET'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0220298540591532,0.4681603773584906,4.360061064794501,0.06326082446349694,0.5850276296382376,2.7520719607237543,570942.99,975924.83,1918556.0399999975,Other
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0213639642639143,0.4263565891472868,3.970734931794965,0.06756998712321112,0.4893710592207115,2.3020867771729216,609834.1400000006,1246158.9799999981,1918556.0399999975,Other
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0294656234393207,0.3814655172413793,3.552656375300721,0.07807323558820475,0.5006148164214169,2.3549793712276363,704628.2900000002,1407525.8399999992,1918556.0399999975,Other
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0224182897730425,0.3754646840148699,3.129624917036064,0.05573780515515567,0.5043551940114279,2.5082505193002094,503046.0699999999,997404.3610000012,1814777.9099999978,Other
frozenset({'NATURAL SLATE HEART CHALKBOARD '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.022751234670662,0.3363412633305988,2.8035179955970038,0.07643767251146134,0.5468462290535344,2.7195661991533093,689866.9700000006,1261537.4000000006,1814777.9099999978,Other
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0202541479385161,0.3001644736842105,2.7954852611179115,0.05560543057324733,0.41509064162177894,1.9526587430965079,501851.3600000005,1209016.3199999963,1918556.0399999975,Other
frozenset({'HEART OF WICKER SMALL'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0208090561012152,0.3221649484536082,2.6853536244599785,0.0661611641732982,0.49161213660525943,2.4448769668197126,597119.2000000004,1214614.4399999995,1814777.9099999978,Other
